,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2022-08-07,16:30 ,Premier League,Matchweek 1,Sun,Away,W,2,0,West Ham,2.2,0.5,75,"62,443",İlkay Gündoğan,4-3-3,Michael Oliver,https://fbref.com/en/matches/ece62baf/West-Ham-United-Manchester-City-August-7-2022-Premier-League,
2,2022-08-13,15:00 ,Premier League,Matchweek 2,Sat,Home,W,4,0,Bournemouth,1.7,0.1,67,"53,453",İlkay Gündoğan,4-2-3-1,David Coote,https://fbref.com/en/matches/311d705c/Manchester-City-Bournemouth-August-13-2022-Premier-League,
3,2022-08-21,16:30 ,Premier League,Matchweek 3,Sun,Away,D,3,3,Newcastle Utd,2.1,1.8,69,"52,258",İlkay Gündoğan,4-3-3,Jarred Gillett,https://fbref.com/en/matches/b513d9fe/Newcastle-United-Manchester-City-August-21-2022-Premier-League,
4,2022-08-27,15:00 ,Premier League,Matchweek 4,Sat,Home,W,4,2,Crystal Palace,2.2,0.1,74,"53,112",Kevin De Bruyne,4-2-3-1,Darren England,https://fbref.com/en/matches/3b9bbac7/Manchester-City-Crystal-Palace-August-27-2022-Premier-League,
5,2022-08-31,19:30 ,Premier League,Matchweek 5,Wed,Home,W,6,0,Nott'ham Forest,3.3,0.7,74,"53,409",İlkay Gündoğan,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League,
6,2022-09-03,17:30 ,Premier League,Matchweek 6,Sat,Away,D,1,1,Aston Villa,2.1,0.3,71,"41,830",İlkay Gündoğan,4-3-3,Simon Hooper,https://fbref.com/en/matches/3091f0b8/Aston-Villa-Manchester-City-September-3-2022-Premier-League,
9,2022-09-17,12:30 ,Premier League,Matchweek 8,Sat,Away,W,3,0,Wolves,1.1,0.4,59,"31,578",Kevin De Bruyne,4-3-3,Anthony Taylor,https://fbref.com/en/matches/96b5cc15/Wolverhampton-Wanderers-Manchester-City-September-17-2022-Premier-League,
10,2022-10-02,14:00 ,Premier League,Matchweek 9,Sun,Home,W,6,3,Manchester Utd,3.2,1.7,53,"53,475",İlkay Gündoğan,4-3-3,Michael Oliver,https://fbref.com/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League,
12,2022-10-08,15:00 ,Premier League,Matchweek 10,Sat,Home,W,4,0,Southampton,2.4,0.2,65,"53,365",Kevin De Bruyne,4-2-3-1,Andy Madley,https://fbref.com/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League,
14,2022-10-16,16:30 ,Premier League,Matchweek 11,Sun,Away,L,0,1,Liverpool,1.0,2.1,63,"53,286",İlkay Gündoğan,3-4-3,Anthony Taylor,https://fbref.com/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League,
15,2022-10-22,15:00 ,Premier League,Matchweek 13,Sat,Home,W,3,1,Brighton,1.6,0.5,48,"53,223",Kevin De Bruyne,4-3-3,Craig Pawson,https://fbref.com/en/matches/cd5cd3f0/Manchester-City-Brighton-and-Hove-Albion-October-22-2022-Premier-League,
17,2022-10-29,12:30 ,Premier League,Matchweek 14,Sat,Away,W,1,0,Leicester City,1.0,0.7,64,"32,223",İlkay Gündoğan,4-3-3,Robert Jones,https://fbref.com/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League,
19,2022-11-05,15:00 ,Premier League,Matchweek 15,Sat,Home,W,2,1,Fulham,2.1,1.0,70,"52,395",İlkay Gündoğan,4-3-3,Darren England,https://fbref.com/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League,
21,2022-11-12,12:30 ,Premier League,Matchweek 16,Sat,Home,L,1,2,Brentford,1.6,1.3,74,"52,786",İlkay Gündoğan,4-3-3,Peter Bankes,https://fbref.com/en/matches/28b60c1b/Manchester-City-Brentford-November-12-2022-Premier-League,
23,2022-12-28,20:00 ,Premier League,Matchweek 17,Wed,Away,W,3,1,Leeds United,4.3,0.6,69,"36,889",İlkay Gündoğan,4-3-3,Stuart Attwell,https://fbref.com/en/matches/a85ef749/Leeds-United-Manchester-City-December-28-2022-Premier-League,
24,2022-12-31,15:00 ,Premier League,Matchweek 18,Sat,Home,D,1,1,Everton,1.7,0.1,74,"53,444",Kevin De Bruyne,4-3-3,Andy Madley,https://fbref.com/en/matches/bcfb66ff/Manchester-City-Everton-December-31-2022-Premier-League,
25,2023-01-05,20:00 ,Premier League,Matchweek 19,Thu,Away,W,1,0,Chelsea,2.0,0.4,52,"39,998",İlkay Gündoğan,3-2-4-1,Paul Tierney,https://fbref.com/en/matches/eacda90c/Chelsea-Manchester-City-January-5-2023-Premier-League,
28,2023-01-14,12:30 ,Premier League,Matchweek 20,Sat,Away,L,1,2,Manchester Utd,0.6,1.7,70,"75,546",Kevin De Bruyne,4-3-3,Stuart Attwell,https://fbref.com/en/matches/f0fd7541/Manchester-Derby-Manchester-United-Manchester-City-January-14-2023-Premier-League,
29,2023-01-19,20:00 ,Premier League,Matchweek 7,Thu,Home,W,4,2,Tottenham,2.3,0.8,58,"53,088",İlkay Gündoğan,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/847f0a9c/Manchester-City-Tottenham-Hotspur-January-19-2023-Premier-League,
30,2023-01-22,14:00 ,Premier League,Matchweek 21,Sun,Home,W,3,0,Wolves,2.8,0.8,55,"53,282",İlkay Gündoğan,3-2-4-1,David Coote,https://fbref.com/en/matches/7337f90a/Manchester-City-Wolverhampton-Wanderers-January-22-2023-Premier-League,
32,2023-02-05,16:30 ,Premier League,Matchweek 22,Sun,Away,L,0,1,Tottenham,1.3,1.4,64,"61,747",Kyle Walker,4-4-2,Andy Madley,https://fbref.com/en/matches/8a923619/Tottenham-Hotspur-Manchester-City-February-5-2023-Premier-League,
33,2023-02-12,16:30 ,Premier League,Matchweek 23,Sun,Home,W,3,1,Aston Villa,3.3,0.3,67,"53,392",İlkay Gündoğan,3-2-4-1,Robert Jones,https://fbref.com/en/matches/18fcd595/Manchester-City-Aston-Villa-February-12-2023-Premier-League,
34,2023-02-15,19:30 ,Premier League,Matchweek 12,Wed,Away,W,3,1,Arsenal,1.8,1.6,37,"60,276",İlkay Gündoğan,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/b9da01e6/Arsenal-Manchester-City-February-15-2023-Premier-League,
35,2023-02-18,15:00 ,Premier League,Matchweek 24,Sat,Away,D,1,1,Nott'ham Forest,2.4,0.9,73,"29,365",İlkay Gündoğan,3-2-4-1,Graham Scott,https://fbref.com/en/matches/7f12d9aa/Nottingham-Forest-Manchester-City-February-18-2023-Premier-League,
37,2023-02-25,17:30 ,Premier League,Matchweek 25,Sat,Away,W,4,1,Bournemouth,2.4,1.0,66,"10,481",İlkay Gündoğan,3-2-4-1,Paul Tierney,https://fbref.com/en/matches/e731c1dd/Bournemouth-Manchester-City-February-25-2023-Premier-League,
39,2023-03-04,12:30 ,Premier League,Matchweek 26,Sat,Home,W,2,0,Newcastle Utd,1.3,0.4,56,"53,419",İlkay Gündoğan,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/b33bcb97/Manchester-City-Newcastle-United-March-4-2023-Premier-League,
40,2023-03-11,17:30 ,Premier League,Matchweek 27,Sat,Away,W,1,0,Crystal Palace,2.1,0.2,67,"25,844",İlkay Gündoğan,4-2-3-1,Robert Jones,https://fbref.com/en/matches/d29fe1d9/Crystal-Palace-Manchester-City-March-11-2023-Premier-League,
43,2023-04-01,12:30 ,Premier League,Matchweek 29,Sat,Home,W,4,1,Liverpool,2.9,0.3,68,"52,877",İlkay Gündoğan,3-2-4-1,Simon Hooper,https://fbref.com/en/matches/40966f45/Manchester-City-Liverpool-April-1-2023-Premier-League,
44,2023-04-08,17:30 ,Premier League,Matchweek 30,Sat,Away,W,4,1,Southampton,2.9,0.4,73,"30,963",İlkay Gündoğan,3-2-4-1,Robert Jones,https://fbref.com/en/matches/fb045117/Southampton-Manchester-City-April-8-2023-Premier-League,
