,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Away,W,1,0,Crystal Palace,38,"24,490",Darren Fletcher,4-4-2,Craig Pawson,https://fbref.com/en/matches/71e8ff6e/Crystal-Palace-West-Bromwich-Albion-August-13-2016-Premier-League,
1,2016-08-20,15:00 ,Premier League,Matchweek 2,Sat,Home,L,1,2,Everton,34,"23,654",Darren Fletcher,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/7e874009/West-Bromwich-Albion-Everton-August-20-2016-Premier-League,
3,2016-08-28,13:30 ,Premier League,Matchweek 3,Sun,Home,D,0,0,Middlesbrough,41,"23,690",Darren Fletcher,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/77cd4fac/West-Bromwich-Albion-Middlesbrough-August-28-2016-Premier-League,
4,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Away,L,0,1,Bournemouth,37,"11,184",Darren Fletcher,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/f6969dc1/Bournemouth-West-Bromwich-Albion-September-10-2016-Premier-League,
5,2016-09-17,15:00 ,Premier League,Matchweek 5,Sat,Home,W,4,2,West Ham,30,"22,209",Darren Fletcher,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/3f0bdaca/West-Bromwich-Albion-West-Ham-United-September-17-2016-Premier-League,
6,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Away,D,1,1,Stoke City,44,"27,645",Darren Fletcher,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/aaad3544/Stoke-City-West-Bromwich-Albion-September-24-2016-Premier-League,
7,2016-10-01,15:00 ,Premier League,Matchweek 7,Sat,Away,D,1,1,Sunderland,44,"40,043",Darren Fletcher,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/43999aa3/Sunderland-West-Bromwich-Albion-October-1-2016-Premier-League,
8,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Home,D,1,1,Tottenham,29,"24,263",Darren Fletcher,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/54c86a39/West-Bromwich-Albion-Tottenham-Hotspur-October-15-2016-Premier-League,
9,2016-10-22,17:30 ,Premier League,Matchweek 9,Sat,Away,L,1,2,Liverpool,33,"53,218",Darren Fletcher,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/81fd1f87/Liverpool-West-Bromwich-Albion-October-22-2016-Premier-League,
10,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Home,L,0,4,Manchester City,30,"22,470",Darren Fletcher,4-1-4-1,Lee Mason,https://fbref.com/en/matches/41199420/West-Bromwich-Albion-Manchester-City-October-29-2016-Premier-League,
11,2016-11-06,16:30 ,Premier League,Matchweek 11,Sun,Away,W,2,1,Leicester City,41,"31,879",Darren Fletcher,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/a73d5c6b/Leicester-City-West-Bromwich-Albion-November-6-2016-Premier-League,
12,2016-11-21,20:00 ,Premier League,Matchweek 12,Mon,Home,W,4,0,Burnley,46,"23,016",Darren Fletcher,4-2-3-1,Mike Jones,https://fbref.com/en/matches/44135ff8/West-Bromwich-Albion-Burnley-November-21-2016-Premier-League,
13,2016-11-26,15:00 ,Premier League,Matchweek 13,Sat,Away,D,1,1,Hull City,47,"18,086",Darren Fletcher,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/7e89be76/Hull-City-West-Bromwich-Albion-November-26-2016-Premier-League,
14,2016-12-03,15:00 ,Premier League,Matchweek 14,Sat,Home,W,3,1,Watford,40,"22,244",Darren Fletcher,4-2-3-1,Graham Scott,https://fbref.com/en/matches/77813554/West-Bromwich-Albion-Watford-December-3-2016-Premier-League,
15,2016-12-11,12:00 ,Premier League,Matchweek 15,Sun,Away,L,0,1,Chelsea,33,"41,622",Darren Fletcher,4-2-3-1,Mike Dean,https://fbref.com/en/matches/4dfbb8d4/Chelsea-West-Bromwich-Albion-December-11-2016-Premier-League,
16,2016-12-14,20:00 ,Premier League,Matchweek 16,Wed,Home,W,3,1,Swansea City,40,"21,467",Darren Fletcher,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/442f489d/West-Bromwich-Albion-Swansea-City-December-14-2016-Premier-League,
17,2016-12-17,17:30 ,Premier League,Matchweek 17,Sat,Home,L,0,2,Manchester Utd,42,"26,308",Darren Fletcher,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/eb3ac912/West-Bromwich-Albion-Manchester-United-December-17-2016-Premier-League,
18,2016-12-26,15:00 ,Premier League,Matchweek 18,Mon,Away,L,0,1,Arsenal,24,"59,925",Darren Fletcher,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/32a93ec5/Arsenal-West-Bromwich-Albion-December-26-2016-Premier-League,
19,2016-12-31,15:00 ,Premier League,Matchweek 19,Sat,Away,W,2,1,Southampton,32,"30,975",Darren Fletcher,4-2-3-1,Mike Jones,https://fbref.com/en/matches/604d7487/Southampton-West-Bromwich-Albion-December-31-2016-Premier-League,
20,2017-01-02,15:00 ,Premier League,Matchweek 20,Mon,Home,W,3,1,Hull City,41,"23,402",Darren Fletcher,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/88b8e354/West-Bromwich-Albion-Hull-City-January-2-2017-Premier-League,
22,2017-01-14,12:30 ,Premier League,Matchweek 21,Sat,Away,L,0,4,Tottenham,27,"31,613",Darren Fletcher,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/482a100b/Tottenham-Hotspur-West-Bromwich-Albion-January-14-2017-Premier-League,
23,2017-01-21,15:00 ,Premier League,Matchweek 22,Sat,Home,W,2,0,Sunderland,44,"24,380",Darren Fletcher,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/8fe9f226/West-Bromwich-Albion-Sunderland-January-21-2017-Premier-League,
24,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Away,D,1,1,Middlesbrough,38,"27,316",Darren Fletcher,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/14625650/Middlesbrough-West-Bromwich-Albion-January-31-2017-Premier-League,
25,2017-02-04,15:00 ,Premier League,Matchweek 24,Sat,Home,W,1,0,Stoke City,38,"23,921",Darren Fletcher,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/438f6c76/West-Bromwich-Albion-Stoke-City-February-4-2017-Premier-League,
26,2017-02-11,15:00 ,Premier League,Matchweek 25,Sat,Away,D,2,2,West Ham,35,"56,983",Darren Fletcher,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/dc9bdc17/West-Ham-United-West-Bromwich-Albion-February-11-2017-Premier-League,
27,2017-02-25,15:00 ,Premier League,Matchweek 26,Sat,Home,W,2,1,Bournemouth,32,"24,162",Darren Fletcher,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/9ad39c39/West-Bromwich-Albion-Bournemouth-February-25-2017-Premier-League,
28,2017-03-04,15:00 ,Premier League,Matchweek 27,Sat,Home,L,0,2,Crystal Palace,52,"24,051",Darren Fletcher,4-1-4-1,Mike Jones,https://fbref.com/en/matches/80c3d431/West-Bromwich-Albion-Crystal-Palace-March-4-2017-Premier-League,
29,2017-03-11,15:00 ,Premier League,Matchweek 28,Sat,Away,L,0,3,Everton,37,"39,592",Darren Fletcher,4-3-3,Graham Scott,https://fbref.com/en/matches/a41c0118/Everton-West-Bromwich-Albion-March-11-2017-Premier-League,
30,2017-03-18,12:30 ,Premier League,Matchweek 29,Sat,Home,W,3,1,Arsenal,23,"24,065",Darren Fletcher,4-5-1,Niel Swarbrick,https://fbref.com/en/matches/d1bac114/West-Bromwich-Albion-Arsenal-March-18-2017-Premier-League,
31,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Away,D,0,0,Manchester Utd,25,"75,397",Darren Fletcher,4-5-1,Mike Dean,https://fbref.com/en/matches/d20dcd06/Manchester-United-West-Bromwich-Albion-April-1-2017-Premier-League,
32,2017-04-04,19:45 ,Premier League,Matchweek 31,Tue,Away,L,0,2,Watford,45,"20,090",Darren Fletcher,4-3-3,Paul Tierney,https://fbref.com/en/matches/205a52ed/Watford-West-Bromwich-Albion-April-4-2017-Premier-League,
33,2017-04-08,15:00 ,Premier League,Matchweek 32,Sat,Home,L,0,1,Southampton,42,"24,697",Darren Fletcher,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/8d876e96/West-Bromwich-Albion-Southampton-April-8-2017-Premier-League,
